label,format,number,period,composer,work,performers,time
Teldec,CD,CD 242 619-2,1,"Bach, J. S.","Cantata, S. 139, ""Wohl dem, der sich auf seinen Gott""","Bergius, Esswood, Equiluz, Holl, Harnoncourt, Tölz Boychoir, Concentus musicus Wien",18.7,,,,,,,,,,,
Erato,CD,CD 8573-80215-2,1,"Bach, J. S.","Cantata, S. 139, ""Wohl dem, der sich auf seinen Gott""","Rubens, Markert, Prégardien, Mertens, Koopman, Amsterdam Baroque Orchestra and Choir",17.2,,,,,,,,,,,
Teldec,CD,CD 8.35030,1,"Bach, J. S.","Cantata, S. 14, ""Wär Gott nicht mit uns diese Zeit""","Hinterreiter, van Altena, van Egmond, Leonhardt, Tölzer Boys Choir, King's College Choir, Leonhardt Consort",17.0,,,,,,,,,,,
Laudate,LP,LP 96.971,1,"Bach, J. S.","Cantata, S. 14, ""Wär Gott nicht mit uns diese Zeit""","Laki, Baldin, Huttenlocher, Rilling, Gächinger Kantorei, Württemberg Chamber Orchestra of Heilbronn",15.2,,,,,,,,,,,
Hännsler,CD,CD 98.859,1,"Bach, J. S.","Cantata, S. 14, ""Wär Gott nicht mit uns diese Zeit""","Laki, Baldin, Huttenlocher, Rilling, Gächinger Kantorei, Württemberg Chamber Orchestra of Heilbronn",15.3,,,,,,,,,,,
Teldec,CD,CD 242 630-2 ZL,1,"Bach, J. S.","Cantata, S. 140, ""Wachet auf, ruft uns die Stimme""","Bergius, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",28.5,,,,,,,,,,,
DG Archiv,CD,CD 431 809-2,1,"Bach, J. S.","Cantata, S. 140, ""Wachet auf, ruft uns die Stimme""","Holton, Chance, Rolfe Johnson, Varcoe, Gardiner, Monteverdi Choir, English Baroque Soloists",24.6,,,,,,,,,,,
DG Archiv,LP,LP 2533 459,1,"Bach, J. S.","Cantata, S. 140, ""Wachet auf, ruft uns die Stimme""","Mathis, Schreier, Fischer-Dieskau, Richter, Munich Bach Choir and Orchestra",33.9,,,,,,,,,,,
Teldec,CD,CD 242 630-2 ZL,1,"Bach, J. S.","Cantata, S. 143, ""Lobe den Herrn, meine Seele II""","Cericius, Equiluz, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",13.1,,,,,,,,,,,
Teldec,CD,CD 242 630-2 ZL,1,"Bach, J. S.","Cantata, S. 144, ""Nimm, was dein ist, und gehe hin""","Pfeiffer, Esswood, Equiluz, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",13.2,,,,,,,,,,,
Teldec,CD,CD 242 630-2 ZL,1,"Bach, J. S.","Cantata, S. 145, ""Ich lebe, mein Herze""","Bergius, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",9.5,,,,,,,,,,,
Hännsler,CD,CD 98.856,1,"Bach, J. S.","Cantata, S. 145, ""Ich lebe, mein Herze""","Cuccaro, Ad. Kraus, Schmidt, Rilling, Gächinger Kantorei of Stuttgart, Württemberg Chamber Orchestra of Heilbronn",9.6,,,,,,,,,,,
Teldec,CD,CD 242 630-2 ZL,1,"Bach, J. S.","Cantata, S. 146, ""Wir müssen durch viel Trübsal in das Reich Gotten eingehen""","Bergius, Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",38.1,,,,,,,,,,,
Teldec,CD,CD 8.35654,1,"Bach, J. S.","Cantata, S. 147, ""Herz und Mund und Tat und Leben""","Bergius, Rampf, Equiluz, Hampson, Harnoncourt, Tölz Boychoir, Concentus musicus Wien",31.6,,,,,,,,,,,
DG Archiv,CD,CD 413 646-2,1,"Bach, J. S.","Cantata, S. 147, ""Herz und Mund und Tat und Leben""","Buckel, Töpper, van Kesteren, Engen, Richter, Munich Bach Choir and Orchestra",33.0,,,,,,,,,,,
DG Archiv,CD,CD 431 809-2,1,"Bach, J. S.","Cantata, S. 147, ""Herz und Mund und Tat und Leben""","Holton, Chance, Rolfe Johnson, Varcoe, Gardiner, Monteverdi Choir, English Baroque Soloists",28.1,,,,,,,,,,,
Teldec,CD,CD 8.35654,1,"Bach, J. S.","Cantata, S. 148, ""Bringet dem Herrn Ehre seines Namens""","Esswood, Equiluz, Hampson, Harnoncourt, Tölz Boychoir, Concentus musicus Wien",17.6,,,,,,,,,,,
Teldec,CD,CD 8.35654,1,"Bach, J. S.","Cantata, S. 149, ""Man singet mit Freuden vom Sieg""","Hennig, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boychoir, Leonhardt Consort",19.4,,,,,,,,,,,
Teldec,CD,CD 8.35654,1,"Bach, J. S.","Cantata, S. 150, ""Nach dir, Herr, verlanget mich""","Pfeiffer, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boychoir, Leonhardt Consort",15.5,,,,,,,,,,,
Erato,CD,CD 4509-98536-2,1,"Bach, J. S.","Cantata, S. 150, ""Nach dir, herr, verlanget mich""","Schlick, Wessel, de Mey, Mertens, Koopman, Amsterdam Baroque Orchestra and Choir",14.6,,,,,,,,,,,
Teldec,CD,CD 8.35654,1,"Bach, J. S.","Cantata, S. 151, ""Süsser Trost, mein Jesus kömmt""","Hennig, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boychoir, Leonhardt Consort",16.3,,,,,,,,,,,
Teldec,CD,CD 8.35656 ZL,1,"Bach, J. S.","Cantata, S. 152, ""Tritt auf die Glaubensbahn""","Wegmann, Hampson, Harnoncourt, Concentus musicus of Vienna",19.1,,,,,,,,,,,
Teldec,CD,CD 8.35656 ZL,1,"Bach, J. S.","Cantata, S. 153, ""Schau, lieber Gott""","Rampf, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus of Vienna",15.2,,,,,,,,,,,
Teldec,CD,CD 8.35656,1,"Bach, J. S.","Cantata, S. 154, ""Mein liebster Jesus ist verloren""","Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",15.9,,,,,,,,,,,
Hännsler,CD,CD 98.872,1,"Bach, J. S.","Cantata, S. 154, ""Mein liebster Jesus ist verloren""","Murray, Baldin, Heldwein, Rilling, Gächinger Kantorei of Stuttgart, Bach Collegium of Stuttgart",15.8,,,,,,,,,,,
Teldec,CD,CD 8.35656 ZL,1,"Bach, J. S.","Cantata, S. 154, ""Mein liebster Jesus""","Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus of Vienna",15.8,,,,,,,,,,,
Teldec,CD,CD 8.35656 ZL,1,"Bach, J. S.","Cantata, S. 155, ""Mein Gott, wie lang""","Bergius, Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus of Vienna",14.1,,,,,,,,,,,
Hännsler,CD,CD 98.873,1,"Bach, J. S.","Cantata, S. 155, ""Mein Gott, wie lang, ach lange""","Reichelt, Lerer, Melzer, Kunz, Rilling, Gächinger Kantorei of Stuttgart, Bach Collegium of Stuttgart",13.0,,,,,,,,,,,
Teldec,CD,CD 8.35656 ZL,1,"Bach, J. S.","Cantata, S. 156, ""Ich steh mit einem Fuss""","Wegmann, Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus of Vienna",16.8,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 157, ""Ich lasse dich nict, du segnest mich denn""","Equiluz, van Egmond, Leonhardt, Tölzer Knabenchor, Collegium Vocale, Leonhardt Consort",19.9,,,,,,,,,,,
DG Archiv,LP,LP 413-000-1,1,"Bach, J. S.","Cantata, S. 158, ""Der Friede sei mit dir""","Fischer-Dieskau, Richter, Munich Bach Choir and Orchestra",13.6,,,,,,,,,,,
Harmonia Mundi,CD,CD 901365,1,"Bach, J. S.","Cantata, S. 158, ""Der Friede sei mit dir""","Kooy, Chorus and Orchestra of the Royal Chapel",11.1,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 158, ""Der Friede sei mit dir""","van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",11.6,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 158, ""Der Friede sei mit dir""","van Egmond, Leonhardt, Tölzer Knabenchor, Collegium Vocale, Leonhardt Consort",11.7,,,,,,,,,,,
London,LP,LP JL 41070,1,"Bach, J. S.","Cantata, S. 159, ""Sehet, wir gehn hinauf gen Jerusalem""","Baker, Tear, Shirley-Quirk, Marriner, St. Anthony Singers, Academy of St. Martin-in-the-Fields",17.2,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 159, ""Sehet, wir gehn hinauf gen Jerusalem""","Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",14.6,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 159, ""Sehet, wir gehn hinauf gen Jerusalem""","Esswood, Equiluz, van Egmond, Leonhardt, Tölzer Knabenchor, Collegium Vocale, Leonhardt Consort",14.7,,,,,,,,,,,
Teldec,CD,CD 8.35030,1,"Bach, J. S.","Cantata, S. 16, ""Herr Gott, dich loben wir""","Esswood, van Altena, van Egmond, Leonhardt, Tölzer Boys Choir, King's College Choir, Leonhardt Consort",18.1,,,,,,,,,,,
Laudate,LP,LP 96.971,1,"Bach, J. S.","Cantata, S. 16, ""Herr Gott, dich loben wir""","Schreckenbach, Schreier, Huttenlocher, Rilling, Gächinger Kantorei and Bach-Collegium of Stuttgart",17.4,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 161, ""Komm, du süße Todesstunde""","Esswood, Equiluz, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",18.2,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 162, ""Ach, ich sehe, itzt, da ich zur Hochzeit gehe""","Eiwanger, Esswood, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",16.5,,,,,,,,,,,
Teldec,CD,CD 8.35657,1,"Bach, J. S.","Cantata, S. 163, ""Nur jedem das Seine""","Iconomou, Esswood, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",14.3,,,,,,,,,,,
Teldec,CD,CD 8.35658,1,"Bach, J. S.","Cantata, S. 164, ""Ich, die ihr euch""","Wegmann, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",17.5,,,,,,,,,,,
Teldec,CD,CD 8.35658 ZL,1,"Bach, J. S.","Cantata, S. 164, ""Ich, die ihr euch""","Wegmann, Esswood, Equiluz, van Egmond, Leonhardt, Tolz Boys' Choir, Collegium Vocale, Leonhardt Consort",17.4,,,,,,,,,,,
Teldec,CD,CD 8.35658 ZL,1,"Bach, J. S.","Cantata, S. 165, ""O heilges Geist""","Eiwanger, Esswood, Equiluz, van Egmond, Leonhardt, Tolz Boys' Choir, Collegium Vocale, Leonhardt Consort",12.6,,,,,,,,,,,
Teldec,CD,CD 8.35658 ZL,1,"Bach, J. S.","Cantata, S. 166, ""Wo gehest du hin?""","Esswood, Equiluz, van Egmond, Leonhardt, Tolz Boys' Choir, Collegium Vocale, Leonhardt Consort",18.5,,,,,,,,,,,
Teldec,CD,CD 8.35658 ZL,1,"Bach, J. S.","Cantata, S. 167, ""Ihr Menschen rühmet""","Wittek, Iconomou, Equiluz, Holl, Leonhardt, Tolz Boys' Choir, Leonhardt Consort",18.9,,,,,,,,,,,
Teldec,CD,CD 8.35658 ZL,1,"Bach, J. S.","Cantata, S. 168, ""Tue Rechnung!""","Wittek, Immler, Equiluz, Holl, Leonhardt, Tolz Boys' Choir, Leonhardt Consort",13.5,,,,,,,,,,,
Teldec,CD,CD 8.35658 ZL,1,"Bach, J. S.","Cantata, S. 169, ""Gott soll allein mein Herze haben""","Esswood, Leonhardt, Tolz Boys' Choir, Leonhardt Consort",22.1,,,,,,,,,,,
Bach Guild,LP,LP BGS-70670,1,"Bach, J. S.","Cantata, S. 169, ""Gott soll allein mein Herze haben""","Forrester, Janigro, Vienna Chamber Choir, Solisti di Zagreb",24.4,,,,,,,,,,,
Laudate,LP,LP 96.971,1,"Bach, J. S.","Cantata, S. 17, ""Wer Dank opfert, der preiset mich""","Augér, Schreckenbach, Kraus, Heldwein, Rilling, Gächinger Kantorei and Bach-Collegium of Stuttgart",19.0,,,,,,,,,,,
Teldec,CD,CD 8.35031 242 501-2,1,"Bach, J. S.","Cantata, S. 17, ""Wer Dank opfert, der preiset mich""","Esswood, Equiluz, van Egmond, Harnoncourt, Viena Boys' Choir, Chorus Viennensis, Concentus Musicus of Vienna",17.8,,,,,,,,,,,
Teldec,CD,CD 8.35659,1,"Bach, J. S.","Cantata, S. 17, ""Wer Dank opfert, der preiset mich""",,,,,,,,,,,,,
London,LP,LP JL 41070,1,"Bach, J. S.","Cantata, S. 170, ""Vergnügte Ruh, beliebte Seelenlust""","Baker, Marriner, Academy of St. Martin-in-the-Fields",24.3,,,,,,,,,,,
Teldec,CD,CD 8.35659,1,"Bach, J. S.","Cantata, S. 170, ""Vergnügte Ruh, beliebte Seelenlust""","Esswood, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",22.8,,,,,,,,,,,
Teldec,CD,CD 8.35659 ZL,1,"Bach, J. S.","Cantata, S. 170, ""Vergnügte Ruh, beliebte Seelenlust""","Esswood, Leonhardt, Leonhardt Consort",22.8,,,,,,,,,,,
Harmonia Mundi,CD,CD 2951644,1,"Bach, J. S.","Cantata, S. 170, ""Vergnügte Ruh, beliebte Seelenlust""","Scholl, Ponseele, Märkl, Herreweghe, Collegium Vocale Orchestra",20.8,,,,,,,,,,,
DG Archiv,LP,LP 413-000-1,1,"Bach, J. S.","Cantata, S. 171, ""Gott, wie dein Name""","Mathis, Töpper, Schreier, Fischer-Dieskau, Richter, Munich Bach Choir and Orchestra",19.0,,,,,,,,,,,
Teldec,CD,CD 8.35659 ZL,1,"Bach, J. S.","Cantata, S. 171, ""Gott, wie dein Name""","Wittek, Iconomou, Equiluz, Holl, Harnoncourt, Tölz Boys' Choir, Concentus musicus of Vienna",16.0,,,,,,,,,,,
Teldec,CD,CD 8.35659,1,"Bach, J. S.","Cantata, S. 171, ""Gott, wie dein Name""","Wittek, Iconomou, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",16.1,,,,,,,,,,,
Teldec,CD,CD 8.35659,1,"Bach, J. S.","Cantata, S. 172, ""Erschallet, ihr Lieder""","Echternach, Esswood, van Altena, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",16.8,,,,,,,,,,,
Teldec,CD,CD 8.35659 ZL,1,"Bach, J. S.","Cantata, S. 172, ""Erschallet, ihr Lieder""","Echternach, Esswood, van Altena, van Egmond, Leonhardt, Hanover Boys' Choir, Collegium Vocale, Leonhardt Consort",16.9,,,,,,,,,,,
Teldec,CD,CD 8.35659 ZL,1,"Bach, J. S.","Cantata, S. 173, ""Erhöhtes Fleisch und Blut""","Bergius, Gienger, Immler, Equiluz, Holl, Harnoncourt, Tölz Boys' Choir, Concentus musicus of Vienna",13.9,,,,,,,,,,,
Teldec,CD,CD 8.35659,1,"Bach, J. S.","Cantata, S. 173, ""Erhöhtes Fleisch und Blut""","Bergius, Gienger, Immler, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",13.9,,,,,,,,,,,
Hännsler,CD,CD 98.856,1,"Bach, J. S.","Cantata, S. 174, ""Ich liebe den Höchsten""","Hamari, Baldin, Schöne, Rilling, Gächinger Kantorei of Stuttgart, Württemberg Chamber Orchestra of Heilbronn",22.2,,,,,,,,,,,
Teldec,CD,CD 8.35659 ZL,1,"Bach, J. S.","Cantata, S. 174, ""Ich liebe den Höchsten""","Immler, Equiluz, Holl, Harnoncourt, Tölz Boys' Choir, Concentus musicus of Vienna",20.6,,,,,,,,,,,
Teldec,CD,CD 8.35659,1,"Bach, J. S.","Cantata, S. 174, ""Ich liebe den Höchsten""","Immler, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",20.5,,,,,,,,,,,
Teldec,CD,CD 8.35755,1,"Bach, J. S.","Cantata, S. 175, ""Er rufet seinen Schafen mit Namen""","Esswood, van Altena, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",16.9,,,,,,,,,,,
Teldec,CD,CD 8.35755,1,"Bach, J. S.","Cantata, S. 176, ""Es ist ein trotzig und verzagt Ding""","Echternach, Esswood, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",12.2,,,,,,,,,,,
Teldec,CD,CD 8.35755,1,"Bach, J. S.","Cantata, S. 177, ""Ich ruf zu dir, Herr Jesu Christ""","Wittek, Iconomou, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",24.8,,,,,,,,,,,
Teldec,CD,CD 8.35755,1,"Bach, J. S.","Cantata, S. 178, ""Wo Gott der Herr nicht bei uns hält""","Iconomou, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",20.3,,,,,,,,,,,
Teldec,CD,CD 8.35755,1,"Bach, J. S.","Cantata, S. 179, ""Siehe zu, daß deine Gottesfurcht nicht Heuchelei sei""","Wittek, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",12.8,,,,,,,,,,,
Laudate,LP,LP 96.972,1,"Bach, J. S.","Cantata, S. 18, ""Gleichwie der Regen und Schnee vom Himmel fällt""","Csapò, Schnaut, Kraus, Schöne, Rilling, Gächinger Kantorei of Stuttgart",15.8,,,,,,,,,,,
Teldec,CD,CD 8.35031 242 501-2,1,"Bach, J. S.","Cantata, S. 18, ""Gleichwie der Regen und Schnee vom Himmel fällt""","Equiluz, van Egmond, Harnoncourt, Viena Boys' Choir, Chorus Viennensis, Concentus Musicus of Vienna",14.1,,,,,,,,,,,
Teldec,CD,CD 8.35799,1,"Bach, J. S.","Cantata, S. 180, ""Schmücke dich, o liebe Seele""","O'Farrell, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",24.9,,,,,,,,,,,
Teldec,CD,CD 8.35799,1,"Bach, J. S.","Cantata, S. 181, ""Leichtegesinnte Flattergeister""","Raymann, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",13.7,,,,,,,,,,,
Teldec,CD,CD 8.35799,1,"Bach, J. S.","Cantata, S. 182, ""Himmelskönig, sei willkommen""","Esswood, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",MISSING,,,,,,,,,,,
DG Archiv,LP,LP 413-000-1,1,"Bach, J. S.","Cantata, S. 182, ""Himmelskönig, sei willkommen""","Reynolds, Schreier, Adam, Richter, Munich Bach Choir and Orchestra",MISSING,,,,,,,,,,,
Teldec,CD,CD 8.35799,1,"Bach, J. S.","Cantata, S. 183, ""Sie werden euch in den Bann tun""","Wittek, Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",13.7,,,,,,,,,,,
Teldec,CD,CD 8.35799,1,"Bach, J. S.","Cantata, S. 184, ""Erwünschtes Freudenlicht""","Raymann, Esswood, Equiluz, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",23.4,,,,,,,,,,,
Erato,CD,CD 4509-98536-2,1,"Bach, J. S.","Cantata, S. 185, ""Barmherziges Herze der ewigen Liebe""","Schlick, Wessel, de Mey, Mertens, Koopman, Amsterdam Baroque Orchestra and Choir",14.5,,,,,,,,,,,
Teldec,CD,CD 8.35836,1,"Bach, J. S.","Cantata, S. 185, ""Barmherziges Herze der ewigen Liebe""","Wittek, Esswood, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",14.2,,,,,,,,,,,
Teldec,CD,CD 8.35836,1,"Bach, J. S.","Cantata, S. 186, ""Ärgre dich, o Seele, nicht""","Wittek, Esswood, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",27.8,,,,,,,,,,,
Teldec,CD,CD 8.35836,1,"Bach, J. S.","Cantata, S. 187, ""Es wartet alles auf dich""","Emmermann, Esswood, van Egmond, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",23.1,,,,,,,,,,,
Teldec,CD,CD 8.35836,1,"Bach, J. S.","Cantata, S. 188, ""Ich habe meine Zuversicht""","Wittek, Esswood, Equiluz, Holl, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",25.1,,,,,,,,,,,
Teldec,CD,CD 8.35031 242 501-2,1,"Bach, J. S.","Cantata, S. 19, ""Es erhub sich ein Streit""","Equiluz, van Egmond, Harnoncourt, Viena Boys' Choir, Chorus Viennensis, Concentus Musicus of Vienna",19.6,,,,,,,,,,,
Laudate,LP,LP 96.972,1,"Bach, J. S.","Cantata, S. 19, ""Es erhub sich ein Streit""","Rondelli, Kraus, Nimsgern, Rilling, Gächinger Kantorei and Bach-Collegium of Stuttgart",20.5,,,,,,,,,,,
Teldec,CD,CD 244 193-2 ZL,1,"Bach, J. S.","Cantata, S. 192, ""Nun danket alle Gott""","Wittek, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",12.3,,,,,,,,,,,
Teldec,CD,CD 244 193-2 ZL,1,"Bach, J. S.","Cantata, S. 194, ""Höchsterwünschtes Freudenfest""","Stricker, Gienger, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",39.1,,,,,,,,,,,
Hännsler,CD,CD 98.859,1,"Bach, J. S.","Cantata, S. 195, ""Dem Gerechten muss das Licht immer wieder aufgehen""","Inoue-Heller, Graf, Pfaff, Schmidt, Rilling, Gächinger Kantorei of Stuttgart, Württemberg Chamber Orchestra of Heilbronn",19.3,,,,,,,,,,,
Teldec,CD,CD 244 193-2 ZL,1,"Bach, J. S.","Cantata, S. 195, ""Dem Gerechten muss das Licht immer wieder aufgehen""","o'Farell, Jacobs, Elwes, van der Kamp, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",18.8,,,,,,,,,,,
Teldec,CD,CD 2292-44194-2,1,"Bach, J. S.","Cantata, S. 196, ""Der Herr denket an uns""","Wittek, Equiluz, Hampson, Leonhardt, Knabenchor Hannover, Collegium Vocale, Leonhart Consort",12.4,,,,,,,,,,,
Erato,CD,CD 4509-98536-2,1,"Bach, J. S.","Cantata, S. 196, ""Ich hatte viel Bekümmernis""","Schlick, de Mey, Mertens, Koopman, Amsterdam Baroque Orchestra and Choir",10.9,,,,,,,,,,,
Teldec,CD,CD 244 194-2 ZL,1,"Bach, J. S.","Cantata, S. 196, ""Ich hatte viel Bekümmernis""","Wittek, Equiluz, Hampson, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",12.2,,,,,,,,,,,
Teldec,CD,CD 244 194-2 ZL,1,"Bach, J. S.","Cantata, S. 197, ""Gott ist unsre Zuversicht""","o'Farell, Jacobs, Elwes, van der Kamp, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",30.0,,,,,,,,,,,
Teldec,CD,CD 2292-44194-2,1,"Bach, J. S.","Cantata, S. 197, ""Gott ist unsre Zuversicht""","o'Farell, Jacobs, Elwes, van der Kamp, Leonhardt, Knabenchor Hannover, Collegium Vocale, Leonhardt-Consort",30.0,,,,,,,,,,,
Teldec,CD,CD 2292-44194-2,1,"Bach, J. S.","Cantata, S. 198, ""Lass, Furstin, lass noch einen Strahl""","o'Farell, Jacobs, Elwes, van der Kamp, Leonhardt, Knabenchor Hannover, Collegium Vocale, Leonhardt-Consort",35.3,,,,,,,,,,,
Teldec,CD,CD 244 194-2 ZL,1,"Bach, J. S.","Cantata, S. 198, ""Laß, Fürstin, laß noch einen Strahl"" (""Trauer-Ode"")","o'Farell, Jacobs, Elwes, van der Kamp, Leonhardt, Hannover Boys' Choir, Collegium Vocale, Leonhardt Consort",35.4,,,,,,,,,,,
Harmonia Mundi,CD,CD 901270,1,"Bach, J. S.","Cantata, S. 198, ""Laß, Fürstin, laß noch einen Strahl"" (""Trauer-Ode"")","Schmithüsen, Brett, Crook, Kooy, Herreweghe, Choeur et Orchestre de la Chapelle Royale",34.1,,,,,,,,,,,
Teldec,CD,CD 244 194-2 ZL,1,"Bach, J. S.","Cantata, S. 199, ""Mein Herze schwimmt im Blut""","Bonney, Harnoncourt, Tolz Boys' Choir, Concentus musicus Wien",23.8,,,,,,,,,,,
Teldec,CD,CD 2292-44194-2,1,"Bach, J. S.","Cantata, S. 199, ""Mein Herze schwimmt im Blut""","Bonney, Leonhardt, Leonhardt Consort",23.7,,,,,,,,,,,
Teldec,CD,CD 8.35027 242 497-2,1,"Bach, J. S.","Cantata, S. 2, ""Ach Gott, vom Himmel sieh darein""","Esswood, Equiluz, van Egmond, Harnoncourt, Viena Boys' Choir, Chorus Viennensis, Concentus Musicus of Vienna",18.8,,,,,,,,,,,
Teldec,CD,CD 8.35031 242 501-2,1,"Bach, J. S.","Cantata, S. 20, ""O Ewigkeit, du Donnerwort""","Esswood, Equiluz, van Egmond, Harnoncourt, Viena Boys' Choir, Chorus Viennensis, Concentus Musicus of Vienna",26.8,,,,,,,,,,,
Laudate,LP,LP 96.972,1,"Bach, J. S.","Cantata, S. 20, ""O Ewigkeit, du Donnerwort""","Gohl, Kessler, Altmeyer, Kraus, Schöne, Rilling, Frankfurter Kantorei, Bach-Collegium of Stuttgart",32.3,,,,,,,,,,,
Pearl,CD,CD GEMS 0216,1,"Bach, J. S.","Cantata, S. 202, ""Weichet nur, betrübte Schatten"" (Wedding Cantata)","Danco, Münchinger, Stuttgart Chamber Orchestra",25.5,,,,,,,,,,,
Arabesque,CD,CD Z6690,1,"Bach, J. S.","Cantata, S. 202, ""Weichet nur, betrübte Schatten"" (Wedding Cantata)","Murphy, St. Luke's Chamber Ensemble",22.4,,,,,,,,,,,
Turnabout,LP,TV 34071S,1,"Bach, J. S.","Cantata, S. 203, ""Amore Traditore""","Ocker, Messlinger, Galling",15.8,,,,,,,,,,,
Dorian,CD,CD DOR-90207,1,"Bach, J. S.","Cantata, S. 204, ""Ich bin in mir vergnügt""","Röschmann, Labadie, Violons du Roy",30.8,,,,,,,,,,,
Teldec,CD,CD 8.42915,1,"Bach, J. S.","Cantata, S. 205, ""Der zufriedengestellte Äolus""","Kenny, Lipov´sek, Euiluz, Holl, Harnoncourt, Arnold Schönberg Chorus of Vienna, Concentus musicus Wien",40.9,,,,,,,,,,,
Teldec,CD,CD 8.42915,1,"Bach, J. S.","Cantata, S. 205, ""Der zufriedengestellte Äolus""","Kenny, Lipovsek, Equiluz, Holl, Harnoncourt, Arnold Schönberg Chorus, Concentus Musicus Wien",40.9,,,,,,,,,,,
DG Archiv,LP,LP 2533 453,1,"Bach, J. S.","Cantata, S. 209, ""Non sa che sia dolore""","Mathis, Schreier, Berlin Chamber Orchestra",22.3,,,,,,,,,,,
Laudate,LP,LP 96.972,1,"Bach, J. S.","Cantata, S. 21, ""Ich hatte viel Bekümmernis""","Augér, Kraus, Schöne, Rilling, Indiana University Chamber Singers, Bach-Collegium of Stuttgart",44.4,,,,,,,,,,,
Virgin,CD,CD 7 90779 2,1,"Bach, J. S.","Cantata, S. 21, ""Ich hatte viel Bekümmernis""","de Reyghere, Prégardien, Lika, S. Kuijken, Netherland Chamber Choir, La Petite Bande",43.7,,,,,,,,,,,
